序号,单词,释义
1534,duration,n.持续持久持续时间期间
1535,during,prep.在...期间
1536,dusk,n.薄暮黄昏幽暗vi.(天)变黑变暗vt.把…变黑变暗adj.颜色暗沉的昏暗的
1537,dust,n.尘土灰尘无价值之物屈辱状态vt.拂去灰尘撒上粉状物体大胜vi.擦拭灰尘
1538,duty,n.职责责任义务税adj.值班的作为一种义务的
1539,dwell,n.居住 vi.凝思，细想
1540,dwelling,n.住处寓所
1541,dye,vt.染vi.染色n.染料染色
1542,dying,adj.垂死的临终的n.死死亡
1543,dynamic,adj.有活力的动态的(有)动力的(有)力的n.动力力学
1544,each,pron.各各自adj.每个每每一adv.每个int.每个个人个自
1545,eager,adj.渴望的热切的
1546,eagle,n.鹰vt.(高尔夫)鹰击
1547,ear,n.耳朵听力听觉倾听麦穗vi.长出麦穗
1548,early,adv.早adj.早的早期的
1549,earn,vt.赚得挣得获得赚得赢得生利
1550,earnest,adj.认真的诚恳的重要的n.真诚重要的东西定金保证
1551,earnings,n.工资，收入；收益
1552,earth,n.地球陆地地面泥土世间大地地球人vt.赶入洞中提取土壤vi.躲入洞穴
1553,earthquake,n.地震大震荡
1554,ease,n.容易舒适安乐n.安逸悠闲vt.缓和使...安乐使...安心v.减轻放松
1555,easily,adv.容易地舒适的无疑地
1556,east,n.东东部adv.在东方向东方adj.东方的
1557,easter,n. 复活节
1558,eastern,adj.东部的东方的朝东的
1559,easy,adj.容易的安逸的不费力的adv.慢慢地当心地
1560,eat,vt.吃喝消耗vi.吃饭侵蚀n.食物
1561,eccentric,"n.怪人,偏心圆 a.古怪的,不同圆心的"
1562,echo,n. 回声回音回波反响共鸣vi. 重复发回声回响仿效vi. 回响回荡n.[计算机]DOS命令：禁止(或允许)批处理命令行显示屏幕上
1563,eclipse,n.(日，月)食
1564,ecology,n.生态学；个体生态学
1565,economic,adj.经济的经济学的有利可图的n.
1566,economical,adj.节约的节俭的经济的合算的经济学的
1567,economics,n.经济学；经济
1568,economy,n.经济节约节省adj.经济型的
1569,edge,n.边缘边刀口vt.给...加上边缓慢横过使逐渐丧失vi.徐徐前进
1570,edible,"a. 可食用的 n. 食品,食物"
1571,edit,vt.编辑，编纂；校订
1572,edition,n.版版本版次
1573,editor,n.编辑编者校订者
1574,editorial,n.社论，期刊的社论
1575,educate,vt.教育培养训练
1576,education,n.教育培养训导教育学
1577,effect,n.结果效果效力影响要旨vt.招致引起实现达到n.(pl.)财产动产
1578,effective,adj.有效的有影响的
1579,efficiency,n.效率功效效能
1580,efficient,adj.效率高的有能力的胜任的
1581,effort,n.努力努力的成果
1582,egg,n.蛋鸡蛋卵(俚语)人
1583,ego,n. 自我
1584,eight,num.八八个第八
1585,eighteen,num.十八十八个
1586,eighth,num.第八n.八分之一
1587,eighty,num.八十八十个
1588,either,pron.(两者)任何一个adj.任一两方的adv.也conj.或也
1589,eject,vt.逐出，排斥；喷射
1590,elaborate,adj.复杂的精心制作的精细的详尽的精心的v.详细地说明用心地作推敲
1591,elapse,vi.(时间)过去，消逝
1592,elastic,n.橡皮圈有松紧的东西松紧带adj.有弹性的灵活的可变的
1593,elbow,n.肘肘部弯管急弯扶手v.用手肘推开推挤
1594,elder,adj.年龄较大的年长的n.长者长辈
1595,elderly,"a. 过了中年的,稍老的"
1596,elect,vt.选举推选选择n.当选人被选的人上帝的选民adj.被选的选出的
1597,election,n.选举选择权当选
1598,electric,adj.电的电动的令人激动的鲜亮的n.供电
1599,electrical,adj.电的电气科学的与电有关的
1600,electrician,n.电工，电气技师
1601,electricity,n.电电学电流
1602,electron,n.电子
1603,electronic ,a.电子的
1604,electronics,n.电子学
1605,elegant,a.(举止、服饰)雅致的
1606,element,n.成分要素元素基本原理(复数)恶劣天气
1607,elementary,adj.基本的初级的元素的
1608,elephant,n.象庞大笨拙难处理的事物
1609,elevate,vt.提高(思想)；抬高
1610,elevator,n.电梯升降机飞机升降舵斗式皮带输送机
1611,eleven,num.十一十一个
1612,eleventh,num.第十一(个)
1613,elicit,"vt. 引出,抽出,引起"
1614,eligible,"n. 有资格者,合格者 a.有资格的"
1615,eliminate,vt.消灭消除排除除去剔除忽略
1616,elimination,n.消灭排除除去消除
1617,elite,"n. 精华,精锐,中坚分子"
1618,eloquent,"a. 雄辩的,有口才的,动人的"
1619,else,adv.其它另外否则adj.别的其他的
1620,elsewhere,ad.在别处向别处
1621,embark,"vi. 乘船,着手,从事,上飞机"
1622,embarrass,vt.使窘迫使为难阻碍vi.变得困窘
1623,embassy,n.大使馆；大使的职务
1624,embed,"vt. 使插入,使嵌入"
1625,embody,vt.体现；包含，收录
1626,embrace,vt.拥抱包括包围信奉包含n.拥抱
1627,emerge,vi.出现涌现冒出(由某种状态)脱出(事实)显现出来
1628,emergency,n.紧急情况突然事件
1629,emit,vt.散发发射发表发出放射吐露
1630,emotion,n.情感感情情绪激动
1631,emotional,adj.感情的情绪的
1632,emperor,n.皇帝
1633,emphasis,n.强调重点重要性
1634,emphasize,强调着重
1635,empire,n.帝国
1636,empirical,a.经验主义的
1637,employ,vi.雇用使用使忙于
1638,employee,n.受雇者雇员雇工
1639,employer,n.雇佣者雇主
1640,employment,n.工业雇用使用职业
1641,empty,a.空的空洞的
1642,enable,vt.使能够使可能
1643,enclose,vt.围住圈起附上放入封套
1644,enclosure,n.围绕；围场，围栏
1645,encounter,vt. &vi.遭遇遇到偶然碰到n.遭遇意外的相见
1646,encourage,vt.鼓励支持助长激励支持
1647,end,n.末端目标结束终点vt. &vi.结束终结adj.最终的
1648,endeavor,vi.&n.努力，尽力
1649,ending,n.结尾结局死亡
1650,endless,adj.无止境的没完没了的
1651,endow,vt.资助；赋予，授予
1652,endurance,n.耐久力，持久力
1653,endure,vt.忍受容忍vi.持久持续
1654,enemy,n.敌人仇敌敌兵敌对势力有害物
1655,energetic,a.积极的；精力旺盛的
1656,energy,n.活力精力能力能能量
1657,enforce,vt.实施执行强制强迫加强
1658,engage,vt.使从事于聘用答应预定使忙碌订婚
1659,engagement,n.婚约；约会，债务
1660,engine,n.发动机引擎机车火车头vt.装引擎
1661,engineer,n.工程师技师机械师vt.操纵设计建造
1662,engineering,n.工程工程学
1663,England,n.英格兰英国
1664,English,n.英语adj.英国人的英国的英语的vt.译成英语把...(外来语言)加到英语中 Englishman
1665,enhance,vt.提高，增加；夸张
1666,enjoy,vt. &vi.享受欣赏喜爱
1667,enlarge,vt.扩大扩展增大放大
1668,enlighten,vt.启发，开导；启蒙
1669,enormous,adj.巨大的庞大的
1670,enough,adj.足够的adv.足够地完全地pron.足够受够
1671,enrich,vt.使富裕；使丰富
1672,enroll,vt.登记，招收vi.参军
1673,ensue,"vt. 追求 vi. 跟着发生,继起"
1674,ensure,vt.保证保护赋予
1675,entail,"vt. 使必需,使承担"
1676,enter,vt.走进进入参加报名开始加入报价提出vi.进入参加开始上台进入角色
1677,enterprise,n.企业，事业心
1678,entertain,vt. &vi.使欢乐招待怀抱
1679,entertainment,"n.娱乐,款待,娱乐表演"
1680,enthusiasm,n.热情热心热忱热衷的事物
1681,enthusiastic,a.热情的，热心的
1682,entire,adj.全部的整个的完整的同性质的纯正的全面的
1683,entitle,vt.给...权利(或资格)取名为使有权利
1684,entity,"n. 实体,实存物,存在"
1685,entrance,n.入口门口进入登场vt.使神志恍惚
1686,entrepreneur,"n. 企业家,主办人"
1687,entry,n.入口处登记进入入口项目
1688,envelope,n.信封封套封皮壳层
1689,environment,n.环境外界围绕
1690,envisage,"vt. 面对,正视,想象"
1691,envy,vt. &vi. &n.妒忌嫉妒羡慕
1692,episode,n.一段情节；插曲
1693,epoch,n.(新)时代；历元
1694,equal,adj.相等的平等的胜任的n.对手匹敌同辈vt.等于比得上
1695,equality,n.等同平等相等
1696,equation,n.方程(式)等式均衡相等
1697,equator,n.赤道，天球赤道
1698,equilibrium,n.平衡，均衡；均衡论
1699,equip,vt.装备配备设穿…
1700,equipment,n.装备设备配备
1701,equivalent,adj.相等的等量的n.相等物
1702,era,n.时代年代纪元
1703,erect,vt.建造建立使竖立adj.直立的竖立的笔直的
1704,erosion,n.腐蚀，侵蚀；糜烂
1705,erroneous,"a. 错误的,不正确的"
1706,error,n.错误谬误差错
1707,erupt,vi. 爆发 vt. 喷出
1708,escape,vt. &vi.逃跑逃脱避开逸出n.逃跑逃亡避难设备adj.逃避的
1709,escort,n.&vt.护卫，护送
1710,esp.,adj.(=especial)特别的特殊的尤其adv.(=especially)特别特殊
1711,especially,adv.特别尤其格外
1712,essay,n.短文散文论文小品文尝试vt.尝试
1713,essence,n.本质，本体；精华
1714,essential,adj.必要的重要的本质的n.要素要点
1715,establish,vt.建立设立确立创办
1716,establishment,n.建立设立确立设施机构权威
1717,estate,n. 房地产；财产，产业
1718,esthetic,a. 审美的
1719,estimate,vt.估计估价评价n.估计估价
1720,etc.,n.附加的人附加物以及其它等等=etcetera
1721,eternal,n.永久的；不朽的
1722,ethics,n. 道德规范
1723,ethnic,a.民族特有的
1724,Europe,n.欧洲
1725,European,adj.欧洲的n.欧洲人
1726,evaluate,vt.评估评价估...的价
1727,evaporate,vt.使蒸发vi.蒸发失去水分消失
1728,eve,n.前夜前夕前一刻
1729,Eve,夏娃
1730,even,adv.甚至甚至更还恰好正当adj.平坦的偶数的相等的均匀的v.使平坦相等
1731,evening,n.傍晚黄昏晚上
1732,event,n.事件大事事变项目活动
1733,eventually,adv.终于最后
1734,ever,adv.在任何时候曾经永远究竟
1735,every,adj.每一的每隔...的
1736,everybody,pron.每人人人各人
1737,everyday,adj.每天的日常的平常的
1738,everyone,pron.每人人人n.每个人
1739,everything,pron.每件事事事一切
1740,everywhere,adv.到处处处无论何处
1741,evidence,n.根据证据证人vt. &vi.证实证明
1742,evident,adj.明显的明白的
1743,evil,n.邪恶罪恶祸害adj.邪恶的坏的
1744,evoke,"vt. 唤起,引起"
1745,evolution,n.进化演化发展
1746,evolve,vt. &vi.使进化使发展展开
1747,exact,adj.确切的精确的vt.强求要求索取
1748,exactly,adv.确切地恰恰正是
1749,exaggerate,vt. &vi.夸大夸张
1750,exam,n.考试检查细查=examination 考试
1751,examination,n.考试检查细查审讯
1752,examine,vt.检查仔细观察调查考试vi.调查
1753,example,n.例子实例模范榜样vt.把...作为例子
1754,exceed,vt.超过胜过超出超出界限vi.领先
1755,exceedingly,adv.极端地非常很
1756,excellent,adj.优秀的杰出的
1757,except,prep. &conj.除了...之外若不是除非vt.除除外
1758,exception,n.例外除外
1759,exceptional,a.例外的；优越的
1760,excess,n.超越过量过度adj.过量的额外的
1761,excessive,adj.过多的过分的极度的
1762,exchange,vt. &vi.交换交流交易兑换n.交换交换物汇兑交易所
1763,excite,vt.使激动引起刺激激励
1764,exciting,adj.令人兴奋的
1765,exclaim,vi.呼喊惊叫大声叫
1766,exclude,vt.把...排除在外拒绝
1767,exclusive,a.排外的；孤傲的
1768,exclusively,adv.专门地排他地(独占地专门地仅仅只)
1769,excursion,n.远足短途旅行
1770,excuse,vt.原谅免除辩解准许离开同意赦免n.借口理由低劣的样品假条
1771,execute,vt.将...处死实施执行完成
1772,execution,n.实行，执行；处死刑
1773,executive,"adj.执行的行政的决策的经营的,执行指令n.执行者主管行政部门"
1774,exemplify,vt.举例证明(解释)
1775,exempt,"a. 免除的 vt. 使免除,豁免"
1776,exercise,n.锻炼训练练习作业运动vi.练习锻炼vt.运用
1777,exert,vt.尽(力)运用施加(压力影响等)
1778,exhaust,vt.使筋疲力尽用尽排空vi.耗尽n.排气排气装置
1779,exhibit,vt.显示(感情或品质)陈列展览展现提出证据vi.展览n.展览品展览物证
1780,exhibition,n.展览陈列展示展览会
1781,exile,vt.流放 n.被流放者
1782,exist,vi.存在生存生活
1783,existence,n.存在实在生存
1784,exit,n.出口退场离去vi.退出死亡vt.离开
1785,exotic,"a.异国的,外来的n.外来物,舶来品"
1786,expand,vt.扩大增加详述扩展使膨胀vi.扩展增加详述
1787,expansion,n.扩大扩充扩张膨胀
1788,expect,vt.预料预期等待盼望
1789,expectation,n.期待期望预期
1790,expedition,n.探险；探险队
1791,expel,vt.驱逐，开除；排出
1792,expend,"vt. 花费,消耗,支出"
1793,expenditure,n.(时间等)支出，消费
1794,expense,n.花费消费费用代价
1795,expensive,adj.昂贵的花钱多的豪华的
1796,experience,n.经验感受经历vt.经历体验
1797,experiment,n.实验试验尝试vi.做实验尝试
1798,experimental,adj实验(性)的试验(性)的
1799,expert,n.专家能手adj.熟练的内行的vi.当专家
1800,expertise,"n. 专家的意见,专门技术"
1801,expire,vi.满期，到期；断气
1802,explain,vt. &vi.解释说明为...辩解
1803,explanation,n.解释说明辩解
1804,explicit,a.明晰的；直率的
1805,explode,vt.使爆炸驳倒vi.爆炸爆发(感情)激增
1806,exploit,vt. &vi.剥削利用开拓开发n.功绩勋绩
1807,explore,vt. &vi.探险探索探测探究
1808,explosion,n.爆炸爆发炸裂激增
1809,explosive,n.炸药adj.爆炸(性)的
1810,export,vt.输出出口运走n.出口输出品vi.传播输出adj.出口的
1811,expose,vt.使暴露揭露揭穿使遭受(危险或不快)
1812,exposition,n.说明，解释；陈列
1813,exposure,n.暴露揭露显露曝光面临(困难)
1814,express,vt.表达表示挤压出快递n.快车快递专使adj.急速的明确的直接的adv.用快递特意地
1815,expression,n.词句措辞表达表示表现表情
1816,exquisite,"a. 精致的,细腻的,敏锐的"
1817,extend,vt.延长延伸伸展扩大扩充扩展致
1818,extension,n.延长部分伸展扩充范围分机号码
1819,extensive,adj.广阔的广泛的
1820,extent,n.广度范围程度宽度长度大小[律]<英>扣押<美>临时所有权令
1821,exterior,adj.外部的外在的表面的对外的
1822,external,adj.外部的外面的外用的客观的表面的n.外部
1823,extinct,a.绝种的；熄灭了的
1824,extinguish,vt.熄灭，扑灭；消灭
1825,extra,adj.额外的ad.特别地n.额外的事物另外收费的
1826,extract,vt.取出；榨取 n.摘录
1827,extraordinary,adj.非同寻常的特别的非凡的特派的
1828,extravagant,a.奢侈的；过度的
1829,extreme,adj.极度的极端的尽头的严重的末端的n.极端极限
1830,extremely,adv.极端极其非常
1831,eye,n.眼睛眼力鉴赏力v.看注视
1832,eyesight,n.视力目力
1833,fabricate,vt.制作，组合；捏造
1834,facet,"n. 小平面,方面,刻面"
1835,facilitate,vt.使容易；助长
1836,facility,n.设备容易便利灵巧容易熟练
1837,fact,n.事实实际实情
1838,factor,n.因素因子系数vt.把…因素包括进去vi.作为因素
1839,factory,n.工厂制造厂
1840,faculty,n.才能能力(大学的)系科全体教员
1841,fade,vi.褪色逐渐消失凋谢vt.使褪色n.淡入淡出adj.平凡的乏味的
1842,Fahrenheit,n.华氏温度计adj.华氏的
1843,fail,vi.失败失灵不能衰退不及格vt.辜负缺少未能做n.不及格
1844,failure,n.失败失败的人或事
1845,faint,adj.微弱的虚弱的无力的模糊的v.昏倒n.昏厥昏倒 
1846,fair,adj.公平的晴朗的美丽的相当的(皮肤毛发等)浅色的白皙的n.展览会市集定期集市adv.公平地直接地
1847,fairly,adv.相当公平地公正地合法地适当地
1848,faith,n.信任信心信仰
1849,faithful,adj.忠诚的如实的
1850,fake,n.假货，膺品 a.假的
1851,fall,vi.落下跌倒倒下陷落来临n.秋天落下瀑布
1852,FALSE,adj.不真实的伪造的人造的假的错误的虚伪的adv.不真诚地虚伪地
1853,fame,n.名声名望vt.使有名望
1854,familiar,adj.熟悉的熟知的不拘礼节的冒昧的n.熟人熟悉某种事物的人
1855,family,n.家家庭家族adj.家庭的
1856,famine,n.饥荒严重的缺乏
1857,famous,adj.著名的出名的一流的
1858,fan,n.(运动等)狂热爱好者风扇扇形物vt.风选煽吹煽动向扇子一样展开vi.像扇子一样行动鱼贯而出
1859,fancy,n.想象力设想幻想爱好喜好adj.想像的时髦的华丽装饰的奢侈的技巧的vt.想象自认为喜好
1860,fantastic,a.空想的；奇异的
1861,fantasy,"n. 幻想,白日梦"
1862,far,adj.远的adv.远遥远n.远处
1863,fare,n.车费船费票价费用食物vi.进展进食
1864,farewell,int.再会别了n.告别adj.告别的
1865,farm,n.农场农庄农田饲养场vt.收费务农vi.务农
1866,farmer,n.农民农夫农场主
1867,farther,adv.更远地进一步地adj.更远的进一步的
1868,fascinate,vt.迷住 vi.迷人
1869,fashion,n.样子方式风尚流行时装vt.形成适合
1870,fashionable,adj.流行的时髦的
1871,fast,adj. 快速的偏快的固定的关紧的忠诚的聪明的耐久的野性的adv.  快很快地固定地彻底地鲁莽的超前的vi.  绝食斋戒n. 禁食(期) 系泊用具
1872,fasten,vt.扎牢扣住拴紧使固定系强加于vi.固定系紧抓紧
1873,fatal,adj.致命的毁灭性的决定性的命运的
1874,fate,n.命运天数天意vt.注定
1875,father,n.父亲神父创始人鼻祖vt.作为父亲生育子女vi.像父亲般照顾
1876,father-in-law,n.岳父公公
1877,fatigue,n.疲劳劳累累活adj.疲劳的vt.使...疲劳使...心智衰弱vi.疲劳
